Model,hyperparameters,Features,Accuracy,Precision,Recall,Profit
ert,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5}","[4, 105, 6, 101, 104]",0.653,0.6912114014251781,0.5728346456692913,5565.217391304348
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[4, 105, 6, 101, 104]",0.55,0.5917721518987342,0.3681102362204724,4416.666666666666
qda,{},"[4, 105, 6, 101, 104]",0.643,0.6751740139211136,0.5728346456692913,5751.740139211137
gp,{},"[4, 105, 6, 101, 104]",0.655,0.6666666666666666,0.6417322834645669,5666.666666666666
gp,{},"[2, 100, 8]",0.626,0.6634146341463415,0.5354330708661418,6034.146341463415
nb,{'var_smoothing': 1e-09},"[2, 100, 8]",0.617,0.6721763085399449,0.4803149606299212,6121.76308539945
xgb,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.8}","[2, 100, 8]",0.604,0.6637426900584795,0.4468503937007874,6037.4269005847955
svm,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}","[2, 100, 8]",0.619,0.6657963446475196,0.5019685039370079,6057.963446475196
knn,"{'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}","[102, 8, 2, 100, 4, 105]",0.629,0.6596736596736597,0.5570866141732284,5028.448275862069
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2}","[102, 8, 2, 100, 4, 105]",0.669,0.6878980891719745,0.6377952755905512,5678.980891719745
gp,{},"[102, 8, 2, 100, 4, 105]",0.677,0.6931106471816284,0.6535433070866141,5731.106471816284
xgb,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}","[102, 8, 2, 100, 4, 105]",0.658,0.6860986547085202,0.6023622047244095,5660.986547085202
nb,{'var_smoothing': 1e-09},"[102, 104, 8, 103, 3, 6]",0.643,0.6864197530864198,0.547244094488189,5664.197530864198
gp,{},"[102, 104, 8, 103, 3, 6]",0.642,0.6549586776859504,0.6240157480314961,5349.5867768595035
knn,"{'n_neighbors': 5, 'p': 2, 'weights': 'distance'}","[102, 104, 8, 103, 3, 6]",0.593,0.6105032822757112,0.5492125984251969,4913.53711790393
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[102, 104, 8, 103, 3, 6]",0.52,0.5411764705882353,0.3622047244094488,3920.1923076923076
svm,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}","[103, 2, 104, 3]",0.626,0.6735751295336787,0.5118110236220472,5935.751295336787
ert,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10}","[103, 2, 104, 3]",0.615,0.6556962025316456,0.5098425196850394,4962.004175365344
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2}","[103, 2, 104, 3]",0.609,0.6466165413533834,0.5078740157480315,5666.165413533834
mlp,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[103, 2, 104, 3]",0.624,0.6473214285714286,0.5708661417322834,5614.253897550112
knn,"{'n_neighbors': 9, 'p': 1, 'weights': 'distance'}","[4, 102, 5, 6, 101, 3]",0.607,0.6385542168674698,0.5216535433070866,4893.75
gp,{},"[4, 102, 5, 6, 101, 3]",0.614,0.6326086956521739,0.5728346456692913,5126.086956521739
svm,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}","[4, 102, 5, 6, 101, 3]",0.624,0.6534883720930232,0.5531496062992126,5334.883720930233
mlp,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[4, 102, 5, 6, 101, 3]",0.624,0.6534883720930232,0.5531496062992126,5194.230769230769
gp,{},"[5, 2]",0.561,0.5977337110481586,0.4153543307086614,5577.337110481586
lr,"{'C': 0.1, 'penalty': 'l1', 'solver': 'saga'}","[5, 2]",0.5,0.5333333333333333,0.1259842519685039,5220.43795620438
nb,{'var_smoothing': 1e-09},"[5, 2]",0.558,0.603125,0.3799212598425197,5631.25
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'constant', 'solver': 'adam'}","[5, 2]",0.565,0.5871121718377088,0.484251968503937,5575.103734439834
xgb,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}","[104, 100]",0.607,0.648578811369509,0.4940944881889764,6085.78811369509
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[104, 100]",0.609,0.6551724137931034,0.4862204724409449,6151.724137931034
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.5, 'n_estimators': 100}","[104, 100]",0.601,0.6372795969773299,0.4980314960629921,5993.034825870647
qda,{},"[104, 100]",0.617,0.6582278481012658,0.5118110236220472,6182.278481012658
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[104, 103, 4, 102, 6, 8]",0.639,0.6651685393258427,0.5826771653543307,5451.685393258427
svm,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}","[104, 103, 4, 102, 6, 8]",0.646,0.663135593220339,0.6161417322834646,5431.35593220339
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[104, 103, 4, 102, 6, 8]",0.528,0.5596026490066225,0.3326771653543307,4032.5581395348845
knn,"{'n_neighbors': 9, 'p': 2, 'weights': 'distance'}","[104, 103, 4, 102, 6, 8]",0.608,0.636150234741784,0.5334645669291339,5233.408577878104
xgb,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}","[105, 104]",0.609,0.656,0.484251968503937,6160.0
rf,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 2}","[105, 104]",0.618,0.6820809248554913,0.4645669291338583,6420.809248554913
knn,"{'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}","[105, 104]",0.564,0.573170731707317,0.5551181102362205,5209.756097560976
mlp,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[105, 104]",0.602,0.625,0.5413385826771654,6007.035175879398
gp,{},"[100, 2]",0.595,0.6290726817042607,0.4940944881889764,5890.726817042607
svm,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}","[100, 2]",0.603,0.6761904761904762,0.4192913385826771,6361.904761904762
qda,{},"[100, 2]",0.6,0.6508379888268156,0.4586614173228346,6108.379888268157
knn,"{'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}","[100, 2]",0.581,0.592901878914405,0.5590551181102362,5529.01878914405
knn,"{'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}","[103, 104]",0.526,0.5344129554655871,0.5196850393700787,4889.57528957529
lr,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga'}","[103, 104]",0.527,0.5522388059701493,0.3641732283464567,5026.136363636364
qda,{},"[103, 104]",0.567,0.5984251968503937,0.4488188976377952,5584.251968503938
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[103, 104]",0.56,0.585,0.4606299212598425,5541.644562334217
xgb,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}","[100, 8]",0.606,0.6637931034482759,0.4547244094488189,6237.931034482759
ert,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10}","[100, 8]",0.617,0.6721763085399449,0.4803149606299212,5207.675906183369
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[100, 8]",0.499,0.5454545454545454,0.0826771653543307,4959.712230215828
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 6}","[100, 8]",0.605,0.6676557863501483,0.4429133858267716,6276.557863501484
ert,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10}","[2, 100, 105, 8, 5, 103, 3]",0.656,0.6790393013100436,0.6122047244094488,5244.144144144144
qda,{},"[2, 100, 105, 8, 5, 103, 3]",0.69,0.725,0.6279527559055118,5850.0
knn,"{'n_neighbors': 9, 'p': 1, 'weights': 'distance'}","[2, 100, 105, 8, 5, 103, 3]",0.631,0.6805194805194805,0.515748031496063,4776.470588235295
mlp,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[2, 100, 105, 8, 5, 103, 3]",0.667,0.6940133037694013,0.6161417322834646,5586.301369863014
ert,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5}","[2, 8, 3, 100, 105, 5, 101]",0.649,0.6938271604938272,0.5531496062992126,5319.457013574661
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2}","[2, 8, 3, 100, 105, 5, 101]",0.658,0.6804347826086956,0.6161417322834646,5404.347826086956
ada,"{'algorithm': 'SAMME', 'learning_rate': 1.0, 'n_estimators': 200}","[2, 8, 3, 100, 105, 5, 101]",0.644,0.6666666666666666,0.5984251968503937,5126.315789473684
lr,"{'C': 0.1, 'penalty': 'l1', 'solver': 'saga'}","[2, 8, 3, 100, 105, 5, 101]",0.516,0.5314136125654451,0.3996062992125984,3819.399538106235
svm,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}","[4, 103, 2, 104, 100]",0.65,0.659919028340081,0.6417322834645669,5599.19028340081
gp,{},"[4, 103, 2, 104, 100]",0.665,0.6790890269151139,0.6456692913385826,5790.890269151138
knn,"{'n_neighbors': 9, 'p': 1, 'weights': 'distance'}","[4, 103, 2, 104, 100]",0.599,0.6145610278372591,0.5649606299212598,4836.575875486382
nb,{'var_smoothing': 1e-09},"[4, 103, 2, 104, 100]",0.64,0.6778846153846154,0.5551181102362205,5778.846153846154
